,lon,lat,mod,modwithnoise,noise,modfy,res
0,102.26,28.735,0.02270070582480609,21.8509067499338,21.828206044108992,22.7455055976447,0.8945988477109026
1,102.18,28.445999999999998,-0.011135424066233869,-8.8559490996763,-8.844813675610066,-11.014570966914162,-2.158621867237862
2,102.178,28.256999999999998,-0.0216544924185097,-23.7014359912209,-23.67978149880239,-21.64826052009918,2.0531754711217225
3,102.186,28.144000000000002,-0.019863104603339753,-18.8360291699208,-18.81616606531746,-19.87604913830731,-1.0400199683865097
4,102.324,27.32,-0.020903992055656313,-19.9425954965374,-19.921691504481743,-20.778568385575092,-0.8359728890376914
5,102.28399999999999,27.194000000000003,-0.022126231202321437,-24.4315392599403,-24.40941302873798,-21.832079986090367,2.5994592738499342
6,102.25200000000001,27.105,-0.01805866514972008,-17.3902469532631,-17.37218828811338,-17.69684282952032,-0.3065958762572194
7,102.245,26.651,0.021020609014888766,22.2967278245862,22.27570721557131,21.96767180815166,-0.32905601643453863
8,102.44,26.561999999999998,0.00711207600111101,7.04382165347877,7.036709577477659,7.274385462784194,0.23056380930542364
9,102.602,26.658,-0.016078188880096562,-15.5009128891234,-15.484834700243304,-15.951222216608478,-0.450309327485078
10,102.626,26.704,-0.018885211946443166,-17.8123315898598,-17.793446377913355,-17.842410046620056,-0.030078456760257666
11,102.727,26.793000000000003,-0.02251284037071349,-21.532082842808,-21.509570002437286,-21.10560921753217,0.426473625275829
12,102.846,26.941999999999997,-0.011363208060666785,-10.4916139347443,-10.480250726683634,-11.606061688881297,-1.1144477541369966
13,102.87700000000001,26.965,-0.006877859953092926,-8.08494383790851,-8.078065977955417,-7.861919895152367,0.2230239427561429
14,102.51700000000001,27.441999999999997,0.00216033581477414,3.01179611399544,3.009635778180666,1.3843925186508947,-1.6274035953445454
15,102.456,27.533,0.003287780313531199,2.21893954614765,2.2156517658341186,2.8267764442473267,0.6078368980996767
16,102.428,27.625,0.011838287509591264,10.8384119858227,10.826573698313108,11.281622536729344,0.4432105509066435
17,101.834,30.041999999999998,0.008786120479359477,10.1256838626289,10.116897742149542,9.162726880976525,-0.9629569816523755
18,101.77,30.069000000000003,0.0137708842267475,13.6333050127994,13.619534128572653,14.29880380833312,0.6654987955337202
19,101.61,30.076,0.011807157359680694,12.242470283395,12.23066312603532,11.934855168829634,-0.30761511456536716
20,101.54,30.034000000000002,0.003042967695964128,2.5236587827029,2.520615815006936,2.4936361985897557,-0.03002258411314429
21,102.361,29.239,-0.019729215993110786,-19.2833897369584,-19.263660520965292,-20.346426706985838,-1.0630369700274365
22,101.505,29.136999999999997,0.0009754945898587516,0.394797600658551,0.3938221060686923,-0.7691964953777504,-1.1639940960363013
23,101.53,30.289,0.006124484599310074,5.85083018897138,5.84470570437207,5.765165180342963,-0.08566500862841675
24,101.179,30.941,0.011813840876902855,12.4659448967645,12.454131055887597,12.977394987380563,0.511450090616064
25,100.729,31.337,0.02108200414875408,23.4306222133151,23.409540209166344,22.39880255093427,-1.0318196623808298
26,103.881,30.813000000000002,-0.017696163310592837,-17.958381793486,-17.94068563017541,-18.628369474379706,-0.6699876808937049
27,103.59100000000001,30.976999999999997,-0.003942000313529506,-2.9764140094015,-2.9724720090879706,-3.315986577561775,-0.3395725681602748
28,103.48,31.098000000000003,-0.003342387798520436,-0.548591537179987,-0.5452491493814665,-1.8097919924281745,-1.2612004552481875
29,103.475,31.326,-0.004966101021995744,-4.90820397630522,-4.903237875283224,-3.834010896555422,1.074193079749798
30,103.56700000000001,31.46,0.005265235405533699,6.08248384097379,6.077218605568256,5.951558019059286,-0.13092582191450397
31,103.789,31.629,-0.01941605833813887,-20.3554394385202,-20.336023380182063,-20.034892141767696,0.3205472967525047
32,104.09899999999999,31.779,0.016533654579546784,16.71811230463,16.701578650050454,15.504552869588835,-1.2135594350411658
33,104.294,31.863000000000003,0.021572485694031102,18.965336544917,18.94376405922297,20.601899854622637,1.636563309705636
34,104.50299999999999,31.86,-0.0009579347124226661,-0.396966015166599,-0.39600808045417635,-1.642216688954235,-1.2452506737876359
35,104.685,31.679000000000002,-0.021735730415035008,-22.6872379439265,-22.665502213511466,-22.011631205507637,0.675606738418864
36,104.726,31.44,0.012583796264509412,13.8039525315626,13.791368735298091,13.596253537509398,-0.20769899405320302
37,104.443,31.283,-0.010762525452636031,-10.7993105078854,-10.788547982432764,-10.543534995677415,0.25577551220798433
38,104.198,30.883000000000003,0.018340897826308634,19.7994443636969,19.78110346587059,19.091044808831718,-0.7083995548651814
39,103.88600000000001,30.444000000000003,0.00968151292369124,11.4993973607684,11.489715847844709,11.209248651503165,-0.2901487092652353
40,103.478,30.415,-0.003437210448551553,-3.87480849643679,-3.8713712859882388,-3.553384260186078,0.32142423625071226
41,103.215,30.146,-0.020331981582992105,-20.0797298011766,-20.05939781959361,-20.91581773237202,-0.8360879311954186
42,103.01100000000001,29.980999999999998,0.0005237080131641411,0.336912477043615,0.33638876903045084,0.9042039743819448,0.5672914973383298
43,102.90799999999999,30.090999999999998,0.011874100406323595,11.4302026852347,11.418328584828377,12.01093450051858,0.5807318152838796
44,102.91799999999999,30.156999999999996,0.013652575573208413,11.0796242131371,11.06597163756389,13.56068869466297,2.48106448152587
45,102.78299999999999,30.335,0.021104922393215382,22.6213110321666,22.60020610977338,21.010721276197028,-1.6105897559695705
46,102.883,30.471999999999998,0.005401155190353526,5.3681966751998,5.362795520009446,5.407021340969507,0.03882466576970689
47,102.758,30.663,-0.02118961113443308,-22.4930878101903,-22.471898199055868,-21.484163685296334,1.0089241248939658
