lon,lat,no,val,err
102.158,30.053,51034700,33.692932,7.538600666
101.956,30.027,51034800,31.997296,10.34443812
101.484,30.116,51034900,29.9602,13.02491459
101.534,30.441,51035000,43.246109,13.96587627
102.198,29.655,51035100,-11.985047,6.485036623
102.277,29.321,51035200,36.299787,9.301720271
102.338,29.137,51035300,2.560753,11.81931047
102.126,28.514,51035400,-8.465945,14.05830715
101.923,28.325,51035500,12.238698,14.46095778
101.943,28.6,51035600,7.841338,14.7575235
101.678,28.615,51035700,6.208669,14.93410191
101.675,28.761,51035800,-18.962406,15.00486588
101.493,29.342,51035900,20.964228,14.45425889
101.368,29.623,51036000,20.446935,13.79565511
101.558,29.846,51036100,12.997298,13.18754336
103.17,29.911,51036200,19.216889,10.45985182
103.43,29.888,51036300,23.663121,11.23806478
103.577,29.778,51036400,8.648166,11.75457358
103.454,29.572,51036500,34.147774,12.04457139
103.317,29.407,51036600,36.374576,12.12970321
103.177,29.223,51036700,62.462154,12.00277051
102.916,29.278,51036800,82.313867,11.87586207
102.632,29.349,51036900,46.388822,11.46623303
103.079,29.018,51037000,53.381145,13.16245038
103.043,28.847,51037100,34.325409,14.13833441
103.127,28.602,51037200,42.80042,14.95177581
103.129,28.33,51037300,25.197002,15.63766287
103.001,28.178,51037400,38.742252,16.21044108
102.837,28.015,51037500,55.487314,16.67703211
102.601,27.893,51037600,16.636045,17.05879245
102.179,28.001,51037700,-7.837318,16.81787739
102.201,27.57,51037800,-51.410097,18.49799989
101.591,26.596,51038200,-47.595184,21.19910375
101.569,26.718,51038300,-46.965692,21.11422743
101.514,27.42,51038700,-52.953164,19.74303421
101.808,27.615,51038800,-26.599191,19.26867146
101.961,27.719,51038900,-29.747522,18.52633261
101.404,30.623,51039500,13.965475,14.8710625
101.551,30.356,51039800,52.771794,13.7889376
102.174,29.467,51052100,48.242845,7.952886269
102.226,29.796,51052402,-3.034504,2.969848481
102.173,30.117,51052602,8.344568,9.180686249
104.065,30.639,51060002,-3.594127,13.95341177
103.757,30.91,51060301,19.666057,15.33962516
102.217,28.57,51065100,-22.35068,13.51436643
102.203,28.549,51065300,-28.914406,14.42698167
102.316,27.781,51067701,-29.062803,18.13339461
102.341,27.741,51067900,-36.002977,18.953501
101.5,30.537,51083800,38.265649,14.27026279
102.296,29.268,51085300,9.987585,10.19629835
102.228,27.911,51087200,-18.181774,17.16443125
102.278,28.808,51087400,-35.127491,12.75670804
102.101,27.882,51087900,-22.200261,19.15171533
102.168,27.909,51088100,-40.117746,18.18995327
102.22,27.902,51088200,-16.994368,17.42614702
102.252,27.865,51088300,-22.976449,17.61716493
102.294,27.887,51088400,-18.060098,17.70920665
102.324,27.88,51088500,-0.216259,17.73748573
102.361,27.889,51088600,-10.563658,17.68813444
102.38,27.878,51088700,9.623943,17.56087982
102.421,27.864,51088800,28.795779,17.34878958
102.716,27.034,51089000,-44.113049,22.1272705
102.738,27.064,51089100,-49.881222,21.29975117
