lon,lat,no,val,err
102.288,31.865,51032800,3.040794,12.38794575
102.629,31.865,51032900,29.250396,12.68240119
102.78,31.663,51033000,49.431209,12.89229615
102.907,31.532,51033100,-0.318147,12.99924998
103.091,31.4,51033200,50.628036,13.03917175
103.337,31.571,51033300,41.38934,12.97212781
102.13,31.018,51033400,-10.174666,11.57876073
101.879,30.883,51033500,-13.166543,11.74874461
101.745,30.722,51033600,-13.893054,11.7759161
100.929,31.144,51033700,21.812041,13.71098829
100.693,31.522,51033800,6.025511,14.40228454
100.729,31.874,51033900,10.332691,14.35560518
100.929,31.939,51034000,-1.944255,14.23810732
101.11,31.896,51034100,3.612821,14.0400463
101.312,31.778,51034200,35.172219,13.7574707
101.553,31.795,51034300,-18.931101,13.39910818
101.907,31.818,51034400,-41.860786,12.9426002
102.772,30.052,51034500,43.920518,6.902818265
102.453,30.005,51034600,13.570502,5.511533362
102.158,30.053,51034700,38.578189,5.928912211
101.956,30.027,51034800,4.242465,8.331632493
101.484,30.116,51034900,-30.834332,10.61985405
101.534,30.441,51035000,-17.015611,11.40680499
102.198,29.655,51035100,-10.11811,5.542165642
102.277,29.321,51035200,21.531554,7.958291274
102.338,29.137,51035300,20.235586,9.82865708
102.126,28.514,51035400,7.719582,11.58732497
101.923,28.325,51035500,29.722996,11.88252919
101.943,28.6,51035600,-1.225041,12.07974337
101.678,28.615,51035700,28.502337,12.18394435
101.675,28.761,51035800,32.969023,12.20755913
101.493,29.342,51035900,40.817063,11.68693287
101.368,29.623,51036000,63.399779,11.23754867
101.558,29.846,51036100,12.030569,10.74141518
103.17,29.911,51036200,-6.20749,8.666314095
103.43,29.888,51036300,7.365498,9.295353678
103.577,29.778,51036400,4.636523,9.719717074
103.454,29.572,51036500,35.550092,9.951813905
103.317,29.407,51036600,60.291836,10.03243241
103.177,29.223,51036700,44.462882,9.943083023
102.916,29.278,51036800,50.932545,9.858620593
102.632,29.349,51036900,80.155683,9.55083766
103.079,29.018,51037000,51.452166,10.86290017
103.043,28.847,51037100,26.987613,11.64011168
103.127,28.602,51037200,60.302334,12.29692645
103.129,28.33,51037300,32.803151,12.8468284
103.001,28.178,51037400,17.482458,13.30258997
102.837,28.015,51037500,64.536294,13.67848676
102.601,27.893,51037600,12.038147,13.98257845
102.179,28.001,51037700,28.806252,13.81092683
102.201,27.57,51037800,10.423621,14.9786014
102.188,27.427,51037900,-8.701887,15.55329226
101.591,26.596,51038200,2.680143,17.18150459
101.569,26.718,51038300,-2.039951,17.1433544
101.443,26.958,51038400,-32.055355,17.0257364
101.3,27.11,51038500,-41.485926,16.82753993
101.321,27.308,51038600,-1.638408,16.51867125
101.514,27.42,51038700,-35.642694,16.11659083
101.808,27.615,51038800,16.223527,15.60774487
101.961,27.719,51038900,-13.262533,14.99715306
102.596,27.262,51039000,-53.582942,17.15974942
101.404,30.623,51039500,-33.028543,12.13524619
101.551,30.356,51039800,7.440944,11.26021758
102.174,29.467,51052100,3.066282,6.992002574
102.226,29.796,51052402,0.555633,2.969848481
102.173,30.117,51052602,10.534727,7.341532538
104.065,30.639,51060002,-14.285174,11.45258486
103.757,30.91,51060301,58.665693,12.56509451
102.217,28.57,51065100,39.696776,11.19046022
102.203,28.549,51065300,14.203163,11.91611514
102.316,27.781,51067701,15.843561,14.86040713
102.341,27.741,51067900,-22.008206,15.51327496
100.75,31.297,51068400,20.029289,13.99641383
101.5,30.537,51083800,-19.16105,11.66514466
102.296,29.268,51085300,0.216147,8.609256646
102.228,27.911,51087200,26.375263,14.083043
102.278,28.808,51087400,11.509596,10.54603717
102.101,27.882,51087900,14.419149,15.67375513
102.168,27.909,51088100,5.787735,14.90510315
102.22,27.902,51088200,45.576398,14.28815593
102.252,27.865,51088300,-7.029775,14.43981302
102.324,27.88,51088500,24.140232,14.53323089
102.361,27.889,51088600,20.155151,14.49257051
102.38,27.878,51088700,32.112421,14.38962126
102.421,27.864,51088800,35.287023,14.21962376
102.714,27.022,51088900,-43.58327,18.80118347
102.716,27.034,51089000,-7.697565,18.15825157
102.738,27.064,51089100,-46.279162,17.4930672
