lon,lat,no,val,err
102.883,30.472,51032100,22.759917,11.511959
102.758,30.663,51032200,-0.433169,11.82818667
102.637,30.966,51032300,14.662394,11.98630051
102.406,31.019,51032400,34.967848,11.9920015
102.479,31.287,51032500,46.018289,12.53527024
102.489,31.485,51032600,70.890813,12.90968629
102.324,31.661,51032700,48.390522,13.12598949
102.288,31.865,51032800,56.138491,13.19809077
102.907,31.532,51033100,36.656307,13.84649053
102.13,31.018,51033400,11.950576,12.33857771
101.879,30.883,51033500,60.138632,12.50176388
101.745,30.722,51033600,12.604239,12.54665693
100.693,31.522,51033800,55.208681,15.37870281
100.929,31.939,51034000,55.208681,15.19676281
101.553,31.795,51034300,38.053403,14.29412817
101.907,31.818,51034400,22.727825,13.80018116
102.772,30.052,51034500,60.740165,7.305121491
102.453,30.005,51034600,52.12666,5.792003108
102.158,30.053,51034700,32.210988,6.423581555
101.956,30.027,51034800,-15.942287,8.941616185
101.484,30.116,51034900,-51.64913,11.33880064
101.534,30.441,51035000,-3.238418,12.16806065
102.198,29.655,51035100,-1.260835,5.822001374
102.277,29.321,51035200,-19.912357,8.118528192
102.338,29.137,51035300,18.169321,10.32310515
102.126,28.514,51035400,-26.535486,12.32469067
101.923,28.325,51035500,-5.585523,12.64667941
101.943,28.6,51035600,-32.721862,12.8605482
101.678,28.615,51035700,17.95987,12.97789659
101.675,28.761,51035800,-24.787632,13.00927746
101.493,29.342,51035900,-27.2643,12.52078272
101.368,29.623,51036000,-15.000908,12.03408493
101.558,29.846,51036100,-33.244505,11.52522451
103.17,29.911,51036200,0.480264,9.196700495
103.43,29.888,51036300,-22.437925,9.864425984
103.577,29.778,51036400,-21.139543,10.30208231
103.454,29.572,51036500,-9.377739,10.54310201
103.317,29.407,51036600,16.112149,10.6121487
103.177,29.223,51036700,-11.352239,10.49535135
102.916,29.278,51036800,24.828531,10.37863671
102.632,29.349,51036900,16.513231,10.02349739
103.079,29.018,51037000,13.860873,11.49659515
103.043,28.847,51037100,1.739237,12.34535135
103.127,28.602,51037200,21.009458,13.0581622
103.129,28.33,51037300,-33.627883,13.81396757
103.001,28.178,51037400,-29.933725,14.29314871
102.837,28.015,51037500,-0.3423,14.67245378
102.601,27.893,51037600,-28.56264,14.98544627
102.179,28.001,51037700,-40.131424,14.7267274
102.201,27.57,51037800,-21.728276,16.06318773
102.188,27.427,51037900,-28.503992,16.67456146
101.591,26.596,51038200,-39.525677,18.56291195
101.569,26.718,51038300,-52.372616,18.53710064
101.3,27.11,51038500,-34.812186,18.16422032
101.321,27.308,51038600,-21.820754,17.84586507
101.514,27.42,51038700,-35.862034,17.43126501
101.808,27.615,51038800,-24.140617,16.73617937
101.961,27.719,51038900,-20.682819,16.08298791
102.596,27.262,51039000,-56.438285,18.38363675
101.404,30.623,51039500,-22.023534,12.94714254
101.551,30.356,51039800,-16.748177,12.01327599
102.174,29.467,51052100,26.467581,7.183488011
102.226,29.796,51052402,25.495344,2.969848481
102.173,30.117,51052602,2.99E-02,7.898670774
104.065,30.639,51060002,-12.118892,12.47836928
103.757,30.91,51060301,44.937996,13.14766899
102.217,28.57,51065100,8.078394,11.88641662
102.203,28.549,51065300,-16.154244,12.67025256
102.316,27.781,51067701,-29.672748,15.8607566
102.341,27.741,51067900,-9.491459,16.56531316
101.5,30.537,51083800,6.301672,12.4449548
102.296,29.268,51085300,1.923776,8.911817996
102.228,27.911,51087200,11.225379,15.02335515
102.278,28.808,51087400,-13.306985,11.18302285
102.101,27.882,51087900,-9.85322,16.73423138
102.168,27.909,51088100,-16.828983,15.90504323
102.22,27.902,51088200,1.89887,15.25357007
102.252,27.865,51088300,-47.473957,15.41991245
102.324,27.88,51088500,-8.604106,15.53374713
102.361,27.889,51088600,-38.047916,15.5033835
102.38,27.878,51088700,-21.412794,15.4009253
102.421,27.864,51088800,-6.842723,15.22637514
