lon,lat,no,val,err
103.17,29.911,51036200,3.85269,8.983924532
103.43,29.888,51036300,-3.368645,9.630893001
103.577,29.778,51036400,-11.442951,10.06413434
103.454,29.572,51036500,23.326327,10.3003398
103.317,29.407,51036600,44.67257,10.36480584
103.177,29.223,51036700,31.536492,10.25979045
102.916,29.278,51036800,58.02101,10.14948767
103.079,29.018,51037000,53.829841,11.22857961
103.043,28.847,51037100,46.642117,12.05006639
103.127,28.602,51037200,75.379438,12.73587453
103.129,28.33,51037300,26.14287,13.4499145
103.001,28.178,51037400,10.83616,13.9082853
102.837,28.015,51037500,52.455124,14.27784998
102.601,27.893,51037600,20.452132,14.57540394
102.179,28.001,51037700,-52.599786,14.29196278
102.201,27.57,51037800,-42.748446,15.53847161
102.188,27.427,51037900,-39.611648,16.13560659
101.591,26.596,51038200,-9.783271,17.94462872
101.569,26.718,51038300,-14.682727,17.92525035
101.443,26.958,51038400,-30.034422,17.77856012
101.3,27.11,51038500,-20.503989,17.57895332
101.321,27.308,51038600,10.52186,17.27092933
101.514,27.42,51038700,-38.161164,16.86027876
101.808,27.615,51038800,-3.470139,16.20173448
101.961,27.719,51038900,-10.229532,15.55774405
102.596,27.262,51039000,-30.495375,17.79418444
101.404,30.623,51039500,-36.546186,12.60746604
101.551,30.356,51039800,-11.978987,11.71054226
102.174,29.467,51052100,-30.776462,7.054367442
102.226,29.796,51052402,25.006708,2.969848481
102.173,30.117,51052602,5.986554,7.680527326
104.065,30.639,51060002,5.152593,12.13729789
103.757,30.91,51060301,57.695677,12.9036429
102.217,28.57,51065100,1.247226,11.59912066
102.203,28.549,51065300,-33.26135,12.35699397
102.316,27.781,51067701,-12.783532,15.36794066
102.341,27.741,51067900,-31.509598,16.05585563
100.75,31.297,51068400,39.664303,14.58355581
101.5,30.537,51083800,-2.32E-02,12.10041735
102.296,29.268,51085300,-6.715976,8.746622205
102.228,27.911,51087200,1.747379,14.55170093
102.278,28.808,51087400,-12.576492,10.91654249
102.101,27.882,51087900,-28.080924,16.22549229
102.168,27.909,51088100,-21.036428,15.41247547
102.22,27.902,51088200,23.545382,14.78169814
102.252,27.865,51088300,-23.36259,14.95340095
102.324,27.88,51088500,19.588667,15.0827219
102.361,27.889,51088600,8.543645,15.06263257
102.38,27.878,51088700,13.712127,14.97049431
102.421,27.864,51088800,27.35309,14.80629934
102.714,27.022,51088900,-16.955718,19.38100359
102.716,27.034,51089000,-47.937038,18.79985638
102.738,27.064,51089100,-26.481531,18.19800539
